Sitename: Willow Creek Wisconsin USA
Location: Latitude: 45.9059  Longitude: -90.0799  Elevation (masl): 515
Principal investigator: Ankur Desai
Ecosystem type: DBF Deciduous Broadleaf Forest
File creation date: 11MAY2011
Data Policy -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data. 
In addition when publishing please acknowledge the agency that supported the research. --
File Origin - This file was created at Oak Ridge National Laboratory by the AmeriFlux and FLUXNET data management groups.
These groups are supported by the U.S. Department of Energy and National Aeronautics and Space Administration. 
This standardized file is identical in format to other standardized files provided here with a goal of aiding intersite comparisons  multi-site syntheses and modeling activities. 
Questions about these standardized files should be addressed to Tom Boden (bodenta@ornl.gov) .
YEAR, GAP, DTIME, DOY, HRMIN, UST, TA, WD, WS, NEE, FC, SFC, H, SH, LE, SLE, FG, TS1, TSdepth1, TS2, TSdepth2, PREC, RH, PRESS, CO2, VPD, SWC1, SWC2, Rn, PAR, Rg, Rgdif, PARout, RgOut, Rgl, RglOut, H2O, RE, GPP, CO2top, CO2height, APAR, PARdif, APARpct, ZL
2005,-1,2.50000,2,1200,-9999,-5.271,-9999,-9999,-9999,-9999,0.099,-9999,-6999,-9999,-6999,3.128,1.361,0,1.693,5,0,100,95.623,385.535,0,33.884,31.441,131.425,278.87,174.232,-6999,-6999,41.633,294.703,295.877,3.971,0.736,-0.374,385.551,29.6,-6999,-9999,-6999,-6999
2005,0,2.52083,2,1230,0.775,-5.031,257.744,2.989,-0.655,-0.873,0.219,117.967,-6999,-29.605,-6999,3.295,1.284,0,1.612,5,0,100,95.615,386.003,0,33.877,31.441,308.528,702.454,399.051,-6999,-6999,90.235,299.754,300.042,3.812,0.699,-0.374,385.979,29.6,-6999,-9999,-6999,-6999
2005,0,2.54167,2,1300,0.854,-5.282,257.257,3.531,-0.266,-0.139,-0.127,86.22,-6999,-15.588,-6999,4.338,0.962,0,1.267,5,0,100,95.623,385.742,0,33.87,31.437,162.909,534.734,212.945,-6999,-6999,47.312,292.295,295.02,3.626,0.562,-0.374,385.566,29.6,-6999,-9999,-6999,-6999
2005,0,2.56250,2,1330,0.823,-4.92,254.92,3.811,0.81,0.866,-0.056,81.258,-6999,7.391,-6999,5.129,1.023,0,1.331,5,0.156,100,95.648,385.704,0,33.864,31.436,208.751,440.744,267.466,-6999,-6999,57.835,294.158,295.038,3.65,0.585,-0.374,385.531,29.6,-6999,-9999,-6999,-6999
2005,0,2.58333,2,1400,0.887,-4.731,253.59,3.633,1.995,2.084,-0.088,105.754,-6999,15.559,-6999,4.962,1.331,0,1.645,5,0.156,100,95.657,385.581,0,33.859,31.434,184.902,499.197,238.606,-6999,-6999,52.824,293.961,294.841,3.523,0.714,-0.374,385.556,29.6,-6999,-9999,-6999,-6999
2005,0,2.60417,2,1430,0.777,-4.603,255.378,3.669,0.42,0.494,-0.074,65.552,-6999,3.107,-6999,4.754,1.388,0,1.699,5,0.156,100,95.681,385.433,0,33.853,31.432,116.65,393.104,162.662,-6999,-6999,45.191,292.561,293.383,3.453,0.739,-0.374,385.356,29.6,-6999,-9999,-6999,-6999
2005,0,2.62500,2,1500,0.714,-4.469,252.08,3.296,1.828,1.747,0.082,42.876,-6999,5.123,-6999,4.503,1.496,0,1.809,5,0.156,100,95.722,385.484,0,33.846,31.43,78.649,271,120.43,-6999,-6999,37.384,287.409,291.807,3.367,0.792,-0.374,385.446,29.6,-6999,-9999,-6999,-6999
2005,0,2.64583,2,1530,0.739,-4.616,252.571,3.619,0.104,0.194,-0.09,15.206,-6999,-0.842,-6999,4.295,1.468,0,1.785,5,0.311,100,95.767,385.282,0,33.841,31.427,13.757,143.541,55.87,-6999,-6999,24.142,271.779,289.751,3.245,0.78,-0.374,385.433,29.6,-6999,-9999,-6999,-6999
2005,0,2.66667,2,1600,0.674,-5.083,257.3,3.352,0.973,1.078,-0.105,-11.02,-6999,1.339,-6999,4.128,1.533,0,1.846,5,0,100,95.802,385.223,0,33.835,31.426,-36.463,35.453,6.652,-6999,-6999,7.185,251.087,287.018,3.139,0.811,-0.374,385.148,29.6,-6999,-9999,-6999,-6999
2005,0,2.68750,2,1630,0.736,-5.638,261.532,3.26,0.946,1.073,-0.126,-22.96,-6999,-0.904,-6999,4.128,1.467,0,1.787,5,0,100,95.815,385.096,0,33.829,31.424,-55.996,1.966,0,-6999,-6999,2.56,230.863,284.3,2.978,0.781,0,384.869,29.6,-6999,-9999,-6999,-6999
2005,0,2.70833,2,1700,0.851,-6.107,262.309,3.774,0.576,0.645,-0.069,-29.245,-6999,-3.494,-6999,4.128,1.521,0,1.846,5,0,100,95.825,384.992,0,33.822,31.423,-73.731,0,0,-6999,-6999,2.053,210.649,282.328,2.85,0.811,0,384.917,29.6,-6999,-9999,-6999,-6999
2005,0,2.72917,2,1730,0.651,-6.517,257.972,3.016,0.164,0.201,-0.037,-21.257,-6999,-1.932,-6999,4.128,1.45,0,1.778,5,0,100,95.85,384.871,0,33.816,31.421,-76.913,0.001,0,-6999,-6999,1.843,205.431,280.502,2.807,0.777,0,384.8,29.6,-6999,-9999,-6999,-6999
2005,0,2.75000,2,1800,0.62,-6.982,266.445,3.303,-0.109,-0.156,0.048,-19.923,-6999,-1.756,-6999,4.128,1.494,0,1.834,5,0,100,95.871,384.975,0,33.809,31.418,-73.862,0,0,-6999,-6999,1.715,206.542,278.69,2.773,0.805,0,384.98,29.6,-6999,-9999,-6999,-6999
2005,0,2.77083,2,1830,0.635,-7.445,273.779,2.678,0.254,0.418,-0.163,-21.78,-6999,-0.988,-6999,4.128,1.426,0,1.772,5,0,100,95.897,384.741,0,33.801,31.417,-72.69,0.001,0,-6999,-6999,1.556,205.863,276.998,2.662,0.774,0,384.701,29.6,-6999,-9999,-6999,-6999
2005,0,2.79167,2,1900,0.526,-8.146,285.537,2.549,0.278,0.289,-0.01,-17.392,-6999,-4.41,-6999,4.128,1.467,0,1.818,5,0,100,95.937,384.656,0,33.793,31.415,-71.353,0,0,-6999,-6999,1.483,204.627,274.498,2.572,0.797,0,384.678,29.6,-6999,-9999,-6999,-6999
2005,0,2.81250,2,1930,0.587,-8.878,290.414,2.757,-0.369,-0.302,-0.066,-15.239,-6999,-2.286,-6999,4.129,1.385,0,1.748,5,0,100,95.954,384.683,0,33.785,31.413,-70.31,0,0,-6999,-6999,1.419,203.023,271.915,2.377,0.762,0,384.65,29.6,-6999,-9999,-6999,-6999
2005,0,2.83333,2,2000,0.61,-9.568,284.326,2.204,0.533,0.632,-0.098,-14.709,-6999,-1.41,-6999,4.129,1.436,0,1.807,5,0,100,95.976,384.493,0,33.777,31.411,-68.095,0.001,0,-6999,-6999,1.358,202.758,269.496,2.271,0.791,0,384.48,29.6,-6999,-9999,-6999,-6999
2005,0,2.85417,2,2030,0.551,-10.113,276.358,2.582,0.523,0.489,0.035,-14.885,-6999,-1.608,-6999,4.129,1.353,0,1.736,5,0,100,96.01,384.525,0,33.769,31.409,-68.726,0,0,-6999,-6999,1.457,200.004,267.274,2.209,0.756,0,384.479,29.6,-6999,-9999,-6999,-6999
2005,0,2.87500,2,2100,0.545,-10.534,262.231,2.136,0.272,0.407,-0.135,-17.461,-6999,-1.234,-6999,4.129,1.404,0,1.792,5,0,100,96.068,384.352,0,33.76,31.407,-70.052,0,0,-6999,-6999,1.538,196.78,265.295,2.143,0.784,0,384.34,29.6,-6999,-9999,-6999,-6999
2005,0,2.89583,2,2130,0.484,-10.989,287.43,2.564,0.469,0.476,-0.007,-8.839,-6999,-2.076,-6999,4.129,1.329,0,1.732,5,0,100,96.083,384.276,0,33.751,31.406,-69.42,0,0,-6999,-6999,1.577,195.675,263.519,2.074,0.754,0,384.262,29.6,-6999,-9999,-6999,-6999
2005,0,2.91667,2,2200,0.514,-11.476,300.986,1.961,-0.085,-0.13,0.045,-1.161,-6999,-0.514,-6999,4.129,1.37,0,1.784,5,0,100,96.075,384.478,0,33.742,31.405,-68.51,0,0,-6999,-6999,1.418,194.69,261.783,2.043,0.78,0,384.374,29.6,-6999,-9999,-6999,-6999
2005,0,2.93750,2,2230,0.618,-12.013,297.852,2.299,0.713,0.612,0.101,11.478,-6999,2.997,-6999,4.129,1.294,0,1.714,5,0,100,96.075,384.583,0,33.732,31.403,-65.566,0,0,-6999,-6999,1.387,195.893,260.074,1.938,0.746,0,384.499,29.6,-6999,-9999,-6999,-6999
2005,0,2.95833,2,2300,0.501,-12.462,283.958,1.524,1.446,1.281,0.165,-3.264,-6999,-1.87,-6999,4.13,1.321,0,1.756,5,0,100,96.104,384.838,0,33.722,31.401,-64.533,0,0,-6999,-6999,1.428,195.045,258.151,1.831,0.766,0,384.833,29.6,-6999,-9999,-6999,-6999
2005,0,2.97917,2,2330,0.31,-12.897,292.448,1.656,0,-0.137,0.137,-3.648,-6999,-0.936,-6999,4.13,1.246,0,1.686,5,0,100,96.113,384.893,0,33.712,31.4,-63.325,0,0,-6999,-6999,1.532,194.562,256.356,1.851,0.733,0,384.871,29.6,-6999,-9999,-6999,-6999
2005,0,3.00000,3,000,0.499,-13.338,302.173,1.839,-0.331,-0.582,0.251,20.3,-6999,-1.249,-6999,4.13,1.288,0,1.738,5,0,100,96.108,385.261,0,33.701,31.398,-61.664,0,0,-6999,-6999,1.362,194.802,255.105,1.76,0.757,0,385.225,29.6,-6999,-9999,-6999,-6999
2005,0,3.02083,3,030,0.439,-13.779,301.303,1.784,0.15,-0.14,0.291,25.153,-6999,-0.619,-6999,4.255,1.125,0,1.566,5,0,100,96.109,385.671,0,33.69,31.399,-58.206,0.003,0,-6999,-6999,1.318,196.841,253.729,1.686,0.679,0,385.815,29.6,-6999,-9999,-6999,-6999
2005,0,3.04167,3,100,0.418,-14.066,304.514,1.863,-0.231,0.149,-0.379,21.925,-6999,-1.552,-6999,5.256,0.855,0,1.31,5,0,100,96.102,385.093,0,33.68,31.396,-35.055,0.025,0,-6999,-6999,0.795,219.72,253.982,1.653,0.577,0,385.248,29.6,-6999,-9999,-6999,-6999
2005,0,3.06250,3,130,0.403,-14.416,304.173,1.995,0.837,0.722,0.115,28.043,-6999,0.122,-6999,5.881,0.902,0,1.363,5,0,100,96.094,385.317,0,33.666,31.393,-58.011,0.004,0,-6999,-6999,1.159,195.368,252.221,1.619,0.597,0,385.247,29.6,-6999,-9999,-6999,-6999
2005,0,3.08333,3,200,0.421,-14.766,312.067,1.993,0.576,0.764,-0.187,56.826,-6999,-1.528,-6999,5.756,1.204,0,1.676,5,0,100,96.098,385.095,0,33.653,31.391,-55.326,0.001,0,-6999,-6999,1.131,196.685,250.88,1.569,0.728,0,385.054,29.6,-6999,-9999,-6999,-6999
2005,0,3.10417,3,230,0.383,-15.092,322.15,1.581,-0.438,-0.216,-0.221,40.974,-6999,0.724,-6999,5.464,1.216,0,1.7,5,0,100,96.097,384.81,0,33.64,31.39,-45.448,0,0,-6999,-6999,1.068,205.665,250.046,1.537,0.739,0,384.739,29.6,-6999,-9999,-6999,-6999
2005,0,3.12500,3,300,0.394,-15.336,323.814,1.605,0.379,0.125,0.254,46.132,-6999,-0.097,-6999,5.088,1.279,0,1.777,5,0,100,96.104,385.105,0,33.626,31.388,-42.036,0,0,-6999,-6999,0.967,208.323,249.393,1.544,0.776,0,385.049,29.6,-6999,-9999,-6999,-6999
2005,0,3.14583,3,330,0.239,-15.572,282.64,1.386,0.259,0.095,0.165,37.204,-6999,0.821,-6999,4.797,1.195,0,1.698,5,0,100,96.151,385.301,0,33.612,31.387,-47.275,0,0,-6999,-6999,1.056,202.169,248.389,1.541,0.739,0,385.236,29.6,-6999,-9999,-6999,-6999
2005,0,3.16667,3,400,0.251,-15.881,287.096,1.187,0.319,0.314,0.005,33.428,-6999,-0.931,-6999,4.589,1.21,0,1.729,5,0,100,96.189,385.351,0,33.599,31.385,-48.214,0,0,-6999,-6999,1.159,199.972,247.028,1.508,0.753,0,385.299,29.6,-6999,-9999,-6999,-6999
2005,0,3.18750,3,430,0.181,-16.142,295.831,1.168,-0.536,-0.561,0.026,26.52,-6999,-1.484,-6999,4.38,1.098,0,1.631,5,0,100,96.171,385.334,0,33.584,31.384,-46.912,0,0,-6999,-6999,1.178,200.404,246.139,1.478,0.708,0,385.321,29.6,-6999,-9999,-6999,-6999
2005,0,3.20833,3,500,0.215,-16.412,290.071,1.213,0.731,0.555,0.176,28.238,-6999,0.693,-6999,4.255,1.104,0,1.669,5,0,100,96.191,385.544,0,33.57,31.382,-44.816,0,0,-6999,-6999,1.119,201.565,245.263,1.469,0.725,0,385.486,29.6,-6999,-9999,-6999,-6999
2005,0,3.22917,3,530,0.233,-16.671,315.253,1.422,0.582,0.575,0.007,30.302,-6999,-0.795,-6999,4.13,1.013,0,1.583,5,0,100,96.183,385.58,0,33.555,31.381,-43.808,0,0,-6999,-6999,1.045,201.782,244.546,1.443,0.687,0,385.557,29.6,-6999,-9999,-6999,-6999
2005,0,3.25000,3,600,0.225,-16.946,314.757,1.086,0.482,0.47,0.012,20.669,-6999,-0.313,-6999,4.088,1.021,0,1.615,5,0,100,96.206,385.587,0,33.541,31.379,-51.422,0,0,-6999,-6999,1.26,193.007,243.17,1.422,0.7,0,385.608,29.6,-6999,-9999,-6999,-6999
2005,0,3.27083,3,630,0.107,-17.208,309.514,1.113,0.071,0.04,0.031,16.628,-6999,0.144,-6999,4.005,0.924,0,1.54,5,0,100,96.202,385.654,0,33.526,31.378,-56.124,0,0,-6999,-6999,1.465,186.892,241.551,1.414,0.668,0,385.602,29.6,-6999,-9999,-6999,-6999
2005,0,3.29167,3,700,0.104,-17.51,321.062,1.356,0.097,-0.085,0.183,22.046,-6999,-0.586,-6999,3.88,0.958,0,1.577,5,0,100,96.243,385.839,0,33.511,31.377,-54.857,0.013,0,-6999,-6999,1.471,187.053,240.44,1.402,0.684,0,385.755,29.6,-6999,-9999,-6999,-6999
2005,0,3.31250,3,730,0.135,-17.776,298.063,0.908,0.218,0.251,-0.032,23.587,-6999,-1.09,-6999,3.88,0.888,0,1.502,5,0,100,96.234,385.873,0,33.495,31.375,-48.496,9.966,7.68,-6999,-6999,3.338,186.705,239.544,1.391,0.652,0,385.793,29.6,-6999,-9999,-6999,-6999
2005,0,3.33333,3,800,0.173,-17.959,259.688,0.622,0.156,0.041,0.116,20.005,-6999,0.221,-6999,3.881,0.922,0,1.55,5,0,100,96.28,385.962,0,33.48,31.374,-35.652,46.286,25.881,-6999,-6999,7.137,184.637,239.033,1.373,0.672,-0.374,385.997,29.6,-6999,-9999,-6999,-6999
2005,0,3.35417,3,830,0.117,-17.857,288.503,0.759,0.014,0.068,-0.054,21.413,-6999,-0.597,-6999,3.756,0.842,0,1.47,5,0,100,96.297,385.889,0,33.463,31.372,-4.588,95.091,62.686,-6999,-6999,13.435,185.996,239.835,1.371,0.639,-0.374,385.884,29.6,-6999,-9999,-6999,-6999
2005,0,3.37500,3,900,0.158,-17.427,335.362,1.133,0.917,0.901,0.016,49.551,-6999,1.363,-6999,3.631,0.867,0,1.512,5,0,100,96.244,385.947,0,33.445,31.371,60.281,204.147,136.731,-6999,-6999,24.201,190.386,242.636,1.389,0.656,-0.374,386.026,29.6,-6999,-9999,-6999,-6999
2005,0,3.39583,3,930,0.254,-16.424,297.566,0.796,2.332,2.436,-0.103,115.262,-6999,20.141,-6999,3.589,0.788,0,1.439,5,0,100,96.207,385.645,0,33.426,31.369,166.596,402.897,263.88,-6999,-6999,40.892,192.808,249.201,1.424,0.627,-0.374,385.875,29.6,-6999,-9999,-6999,-6999
2005,0,3.41667,3,1000,0.183,-15.288,323.07,1.145,0.701,0.91,-0.208,104.624,-6999,9.075,-6999,3.381,0.811,0,1.471,5,0,100,96.217,385.587,0,33.406,31.368,226.558,542.724,338.774,-6999,-6999,53.489,196.647,255.374,1.478,0.639,-0.374,385.563,29.6,-6999,-9999,-6999,-6999
2005,0,3.43750,3,1030,0.265,-14.351,296.425,0.891,1.928,2.159,-0.231,85.496,-6999,10.12,-6999,3.172,0.708,0,1.374,5,0,100,96.245,385.281,0,33.387,31.366,174.909,577.557,276.582,-6999,-6999,49.537,207.517,259.653,1.511,0.601,-0.374,385.254,29.6,-6999,-9999,-6999,-6999
2005,0,3.45833,3,1100,0.305,-13.669,295.43,1.298,1.428,1.714,-0.286,94.276,-6999,9.169,-6999,2.838,0.7,0,1.366,5,0,100,96.225,384.882,0,33.366,31.364,229.54,596.074,347.544,-6999,-6999,65.214,211.081,263.871,1.537,0.598,-0.374,384.758,29.6,-6999,-9999,-6999,-6999
2005,0,3.47917,3,1130,0.436,-12.669,311.274,1.22,3.534,3.927,-0.393,114.793,-6999,15.798,-6999,2.588,0.639,0,1.305,5,0,95.527,96.176,384.154,0.011,33.345,31.363,252.402,711.021,387.487,-6999,-6999,71.826,205.419,268.678,1.58,0.575,-0.374,384.551,29.6,-6999,-9999,-6999,-6999
2005,0,3.50000,3,1200,0.44,-11.868,338.587,2.028,1.616,2.208,-0.592,110.443,-6999,9.167,-6999,2.379,0.664,0,1.336,5,0,90.674,96.13,383.6,0.024,33.323,31.361,261.677,730.497,393.951,-6999,-6999,76.758,216.698,272.214,1.638,0.587,-0.374,383.611,29.6,-6999,-9999,-6999,-6999
2005,0,3.52083,3,1230,0.462,-11.45,339.001,2.118,1.014,0.928,0.086,103.11,-6999,6.411,-6999,2.421,0.53,0,1.213,5,0,88.186,96.095,383.774,0.031,33.301,31.361,177.529,651.134,281.705,-6999,-6999,58.701,226.609,272.085,1.669,0.543,-0.374,383.498,29.6,-6999,-9999,-6999,-6999
2005,0,3.54167,3,1300,0.416,-10.898,339.865,2.199,1.028,1.337,-0.308,69.515,-6999,4.472,-6999,3.13,0.335,0,1.001,5,0,86.444,96.054,383.314,0.037,33.28,31.359,141.69,506.387,253.224,-6999,-6999,50.086,210.925,272.374,1.71,0.474,-0.374,383.138,29.6,-6999,-9999,-6999,-6999
2005,0,3.56250,3,1330,0.616,-10.698,346.451,2.634,1.939,2.192,-0.253,119.85,-6999,13.328,-6999,3.547,0.386,0,1.038,5,0,84.82,96.03,382.873,0.042,33.258,31.357,139.349,508.724,263.593,-6999,-6999,49.18,196.706,271.77,1.729,0.486,-0.374,382.939,29.6,-6999,-9999,-6999,-6999
2005,0,3.58333,3,1400,0.448,-10.463,353.64,2.483,0.141,-0.16,0.302,71.382,-6999,2.644,-6999,3.379,0.59,0,1.253,5,0,83.577,96.004,383.256,0.046,33.236,31.355,100.383,452.474,214.764,-6999,-6999,41.906,199.03,271.506,1.752,0.557,-0.374,383.329,29.6,-6999,-9999,-6999,-6999
2005,0,3.60417,3,1430,0.46,-10.148,354.235,2.281,0.63,0.706,-0.075,65.156,-6999,4.496,-6999,3.296,0.62,0,1.285,5,0,82.681,96.011,383.101,0.05,33.214,31.354,74.454,365.867,189.923,-6999,-6999,40.295,195.778,270.953,1.774,0.568,-0.374,382.992,29.6,-6999,-9999,-6999,-6999
2005,0,3.62500,3,1500,0.404,-10.319,347.343,1.97,0.353,0.508,-0.155,45.034,-6999,3.688,-6999,3.087,0.719,0,1.39,5,0,81.249,96.033,382.904,0.053,33.192,31.353,15.735,274.217,121.663,-6999,-6999,31.809,194.512,268.632,1.748,0.608,-0.374,382.889,29.6,-6999,-9999,-6999,-6999
2005,0,3.64583,3,1530,0.342,-10.494,356.036,1.423,0.46,0.319,0.142,19.45,-6999,1.031,-6999,2.921,0.668,0,1.328,5,0,82.366,96.052,383.101,0.049,33.17,31.351,-36.786,148.612,56.428,-6999,-6999,21.181,194.129,266.162,1.736,0.584,-0.374,383.042,29.6,-6999,-9999,-6999,-6999
2005,0,3.66667,3,1600,0.187,-10.896,23.208,0.902,0.329,0.113,0.216,-1.663,-6999,-0.336,-6999,2.879,0.715,0,1.369,5,0,84.451,96.062,383.35,0.042,33.149,31.35,-66.483,42.445,9.629,-6999,-6999,6.985,194.019,263.147,1.74,0.599,-0.374,383.319,29.6,-6999,-9999,-6999,-6999
2005,0,3.68750,3,1630,0.083,-11.378,13.715,1.331,0.049,0.037,0.012,-2.776,-6999,0.231,-6999,2.879,0.634,0,1.3,5,0,90.123,96.082,383.292,0.026,33.128,31.349,-68.106,2.986,0,-6999,-6999,1.847,193.267,259.527,1.729,0.574,0,383.357,29.6,-6999,-9999,-6999,-6999
2005,0,3.70833,3,1700,0.076,-11.746,354.63,1.702,0.034,-0.119,0.154,-3.301,-6999,0.13,-6999,2.879,0.69,0,1.342,5,0,93.222,96.081,383.497,0.017,33.106,31.347,-66.799,0.001,0,-6999,-6999,2.258,192.841,257.383,1.717,0.589,0,383.386,29.6,-6999,-9999,-6999,-6999
2005,0,3.72917,3,1730,0.067,-11.919,341.318,1.568,0.286,0.148,0.139,-2.992,-6999,-0.484,-6999,2.879,0.637,0,1.303,5,0,93.958,96.098,383.437,0.015,33.084,31.346,-65.491,0.001,0,-6999,-6999,2.257,192.959,256.195,1.707,0.575,0,383.396,29.6,-6999,-9999,-6999,-6999
2005,0,3.75000,3,1800,0.055,-11.97,347.897,1.448,-0.438,-0.288,-0.15,-2.308,-6999,-0.549,-6999,2.921,0.683,0,1.348,5,0,95.052,96.104,383.526,0.013,33.063,31.344,-64.139,0.001,0,-6999,-6999,2.102,193.037,255.075,1.708,0.591,0,383.447,29.6,-6999,-9999,-6999,-6999
2005,0,3.77083,3,1830,0.065,-11.986,1.765,1.936,-0.056,-0.063,0.007,-4.08,-6999,-0.14,-6999,3.004,0.631,0,1.297,5,0,94.977,96.099,383.332,0.013,33.042,31.343,-63.179,0,0,-6999,-6999,2.313,193.176,254.043,1.708,0.572,0,383.364,29.6,-6999,-9999,-6999,-6999
2005,0,3.79167,3,1900,0.172,-12.572,356.753,1.94,0.206,0.237,-0.031,-9.702,-6999,-0.257,-6999,3.088,0.688,0,1.345,5,0,97.578,96.125,383.352,0.006,33.02,31.342,-55.343,0,0,-6999,-6999,1.798,199.909,253.456,1.702,0.59,0,383.317,29.6,-6999,-9999,-6999,-6999
2005,0,3.81250,3,1930,0.17,-13.281,359.981,1.434,0.033,-0.062,0.095,-1.609,-6999,0.065,-6999,3.13,0.624,0,1.287,5,0,100,96.155,383.474,0,32.998,31.339,-38.65,0,0,-6999,-6999,0.952,215.733,253.432,1.699,0.569,0,383.499,29.6,-6999,-9999,-6999,-6999
2005,0,3.83333,3,2000,0.175,-13.764,12.114,1.34,0.71,0.264,0.446,3.885,-6999,-0.379,-6999,3.13,0.663,0,1.314,5,0,100,96.138,384.089,0,32.975,31.338,-43.727,0,0,-6999,-6999,1.104,209.925,252.549,1.672,0.579,0,384.045,29.6,-6999,-9999,-6999,-6999
2005,0,3.85417,3,2030,0.163,-14.049,18.819,1.444,0.291,0.318,-0.026,10.571,-6999,0.082,-6999,3.13,0.591,0,1.248,5,0,100,96.136,384.254,0,32.953,31.336,-53.618,0,0,-6999,-6999,1.598,199.057,251.079,1.673,0.555,0,384.339,29.6,-6999,-9999,-6999,-6999
2005,0,3.87500,3,2100,0.17,-14.205,10.592,1.495,0.291,0.117,0.175,11.517,-6999,-0.489,-6999,3.13,0.627,0,1.29,5,0,100,96.139,384.585,0,32.931,31.335,-40.534,0,0,-6999,-6999,1.691,211.669,250.513,1.669,0.57,0,384.628,29.6,-6999,-9999,-6999,-6999
2005,0,3.89583,3,2130,0.173,-14.392,12.401,1.289,-0.089,-0.218,0.129,15.298,-6999,-0.415,-6999,3.13,0.55,0,1.217,5,0,100,96.157,384.7,0,32.908,31.333,-20.484,0.001,0,-6999,-6999,0.821,232.176,251.84,1.643,0.544,0,384.668,29.6,-6999,-9999,-6999,-6999
2005,0,3.91667,3,2200,0.203,-14.658,15.628,0.829,0.108,-0.109,0.218,19.052,-6999,0.157,-6999,3.13,0.595,0,1.261,5,0,100,96.141,384.797,0,32.885,31.331,-22.789,0,0,-6999,-6999,0.76,229.539,251.569,1.64,0.56,0,385.152,29.6,-6999,-9999,-6999,-6999
2005,0,3.93750,3,2230,0.196,-14.728,359.666,0.377,0.158,-0.135,0.293,20.043,-6999,0.631,-6999,3.13,0.529,0,1.187,5,0,100,96.161,385.201,0,32.862,31.33,-14.96,0,0,-6999,-6999,0.655,238.041,252.347,1.624,0.534,0,384.886,29.6,-6999,-9999,-6999,-6999
2005,0,3.95833,3,2300,0.229,-14.812,10.725,0.244,0.288,0.012,0.276,25.705,-6999,-0.191,-6999,3.089,0.563,0,1.221,5,0,100,96.175,385.308,0,32.838,31.328,-0.961,0.001,0.221,-6999,-6999,0.218,252.439,253.403,1.621,0.545,0,385.274,29.6,-6999,-9999,-6999,-6999
2005,0,3.97917,3,2330,0.192,-14.763,280.059,0.268,0.541,0.42,0.121,23.558,-6999,-0.083,-6999,2.963,0.501,0,1.159,5,0,100,96.182,386.018,0,32.815,31.326,2.94,0,0.321,-6999,-6999,0,257.414,254.795,1.643,0.524,0,385.698,29.6,-6999,-9999,-6999,-6999
2005,0,4.00000,4,000,0.225,-14.653,133.447,0.188,0.495,0.304,0.192,28.453,-6999,0.341,-6999,2.88,0.542,0,1.197,5,0,100,96.172,386.013,0,32.79,31.325,-2.226,0,0.051,-6999,-6999,0.026,253.177,255.428,1.653,0.537,0,386.219,29.6,-6999,-9999,-6999,-6999
2005,0,4.02083,4,030,0.232,-14.565,246.015,0.33,0.383,0.199,0.185,28.74,-6999,0.417,-6999,3.047,0.4,0,1.063,5,0,100,96.146,386.433,0,32.766,31.323,-23.108,0.002,0,-6999,-6999,0.526,232.076,254.658,1.671,0.493,0,386.186,29.6,-6999,-9999,-6999,-6999
2005,0,4.04167,4,100,0.193,-14.69,288.2,0.428,-0.129,-0.305,0.176,21.184,-6999,0.565,-6999,3.923,0.165,0,0.843,5,0,100,96.157,386.802,0,32.741,31.323,-30.322,0.018,0,-6999,-6999,0.95,223.566,252.939,1.691,0.429,0,386.689,29.6,-6999,-9999,-6999,-6999
2005,0,4.06250,4,130,0.191,-14.774,243.018,0.751,0.855,0.479,0.376,19.322,-6999,0.155,-6999,4.507,0.225,0,0.897,5,0,100,96.153,387.03,0,32.716,31.32,-0.966,0.009,0.314,-6999,-6999,0.269,253.364,254.375,1.695,0.444,0,386.995,29.6,-6999,-9999,-6999,-6999
2005,0,4.08333,4,200,0.151,-14.573,277.556,1.015,0.454,0.892,-0.437,20.509,-6999,0.478,-6999,4.382,0.474,0,1.146,5,0,100,96.168,386.427,0,32.692,31.319,-3.597,0.002,0.125,-6999,-6999,0.194,251.741,255.27,1.679,0.52,0,386.426,29.6,-6999,-9999,-6999,-6999
2005,0,4.10417,4,230,0.167,-14.433,281.67,0.793,0.361,0.464,-0.103,19.198,-6999,-0.242,-6999,4.048,0.503,0,1.183,5,0,100,96.164,386.481,0,32.667,31.317,-20.226,0,0,-6999,-6999,0.465,235.249,255.012,1.705,0.533,0,386.444,29.6,-6999,-9999,-6999,-6999
2005,0,4.12500,4,300,0.11,-14.515,306.567,1.108,0.788,0.706,0.082,20.621,-6999,-0.04,-6999,3.756,0.579,0,1.263,5,0,100,96.137,386.535,0,32.643,31.315,-26.56,0,0,-6999,-6999,0.678,228.141,254.024,1.713,0.56,0,386.509,29.6,-6999,-9999,-6999,-6999
